date,kind,ticker,detail
2019-12-23,stale_list,AMG,"record dates this removal to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-23,stale_list,LYV,"record dates this addition to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-23,stale_list,MAC,"record dates this removal to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-23,stale_list,STE,"record dates this addition to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-23,stale_list,TRIP,"record dates this removal to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-23,stale_list,ZBRA,"record dates this addition to 2019-12-23, but the list still disagreed at 2019-12-25; trusting the record"
2019-12-25,unexplained_addition,J,appeared between 2019-12-08 and 2019-12-25 with no change record
2019-12-25,unexplained_addition,TFC,appeared between 2019-12-08 and 2019-12-25 with no change record
2019-12-25,unexplained_removal,BBT,vanished between 2019-12-08 and 2019-12-25 with no change record
2019-12-25,unexplained_removal,JEC,vanished between 2019-12-08 and 2019-12-25 with no change record
2020-03-02,phantom_addition,IR,record dated 2020-03-02 matches no transition in the snapshots
2020-04-01,stale_list,ARNC,"record dates this removal to 2020-04-01, but the list still disagreed at 2020-04-02; trusting the record"
2020-04-02,unexplained_addition,TT,appeared between 2020-03-01 and 2020-04-02 with no change record
2020-04-19,unexplained_addition,RTX,appeared between 2020-04-02 and 2020-04-19 with no change record
2020-04-19,unexplained_removal,UTX,vanished between 2020-04-02 and 2020-04-19 with no change record
2020-06-22,stale_list,ADS,"record dates this removal to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-06-22,stale_list,BIO,"record dates this addition to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-06-22,stale_list,HOG,"record dates this removal to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-06-22,stale_list,JWN,"record dates this removal to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-06-22,stale_list,TDY,"record dates this addition to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-06-22,stale_list,TYL,"record dates this addition to 2020-06-22, but the list still disagreed at 2020-07-11; trusting the record"
2020-09-21,stale_list,COTY,"record dates this removal to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-21,stale_list,CTLT,"record dates this addition to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-21,stale_list,ETSY,"record dates this addition to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-21,stale_list,HRB,"record dates this removal to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-21,stale_list,KSS,"record dates this removal to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-21,stale_list,TER,"record dates this addition to 2020-09-21, but the list still disagreed at 2020-09-27; trusting the record"
2020-09-27,unexplained_addition,LUMN,appeared between 2020-08-26 and 2020-09-27 with no change record
2020-09-27,unexplained_removal,CTL,vanished between 2020-08-26 and 2020-09-27 with no change record
2020-11-27,unexplained_addition,VTRS,appeared between 2020-11-12 and 2020-11-27 with no change record
2020-11-27,unexplained_removal,MYL,vanished between 2020-11-12 and 2020-11-27 with no change record
2021-05-14,stale_list,CRL,"record dates this addition to 2021-05-14, but the list still disagreed at 2021-05-17; trusting the record"
2021-05-14,stale_list,FLIR,"record dates this removal to 2021-05-14, but the list still disagreed at 2021-05-17; trusting the record"
2021-08-04,unexplained_addition,BBWI,appeared between 2021-07-19 and 2021-08-04 with no change record
2021-08-04,unexplained_removal,LB,vanished between 2021-07-19 and 2021-08-04 with no change record
2021-10-06,unexplained_addition,CTRA,appeared between 2021-09-22 and 2021-10-06 with no change record
2021-10-06,unexplained_removal,COG,vanished between 2021-09-22 and 2021-10-06 with no change record
2022-02-22,unexplained_addition,PARA,appeared between 2022-02-07 and 2022-02-22 with no change record
2022-02-22,unexplained_removal,VIAC,vanished between 2022-02-07 and 2022-02-22 with no change record
2022-06-08,unexplained_addition,BALL,appeared between 2022-05-08 and 2022-06-08 with no change record
2022-06-08,unexplained_removal,BLL,vanished between 2022-05-08 and 2022-06-08 with no change record
2022-06-22,unexplained_addition,META,appeared between 2022-06-08 and 2022-06-22 with no change record
2022-06-22,unexplained_removal,FB,vanished between 2022-06-08 and 2022-06-22 with no change record
2022-07-09,unexplained_addition,ELV,appeared between 2022-06-22 and 2022-07-09 with no change record
2022-07-09,unexplained_removal,ANTM,vanished between 2022-06-22 and 2022-07-09 with no change record
2022-11-09,unexplained_removal,NLOK,vanished between 2022-10-21 and 2022-11-09 with no change record
2022-11-23,unexplained_addition,GEN,appeared between 2022-11-09 and 2022-11-23 with no change record
2022-12-15,phantom_addition,MBC,record dated 2022-12-15 matches no transition in the snapshots
2022-12-19,phantom_removal,MBC,record dated 2022-12-19 matches no transition in the snapshots
2022-12-22,stale_list,STLD,"record dates this addition to 2022-12-22, but the list still disagreed at 2022-12-23; trusting the record"
2023-03-15,issuer_changed,BG,"run from 2023-03-15 states several CIKs (0001144519, 0001996862); published value is the most stated"
2023-05-17,unexplained_addition,RVTY,appeared between 2023-05-02 and 2023-05-17 with no change record
2023-05-17,unexplained_removal,PKI,vanished between 2023-05-02 and 2023-05-17 with no change record
2023-06-19,unexplained_addition,FI,appeared between 2023-06-01 and 2023-06-19 with no change record
2023-06-19,unexplained_removal,FISV,vanished between 2023-06-01 and 2023-06-19 with no change record
2023-07-31,unexplained_addition,EG,appeared between 2023-07-11 and 2023-07-31 with no change record
2023-07-31,unexplained_removal,RE,vanished between 2023-07-11 and 2023-07-31 with no change record
2023-09-08,unexplained_addition,COR,appeared between 2023-08-24 and 2023-09-08 with no change record
2023-09-08,unexplained_removal,ABC,vanished between 2023-08-24 and 2023-09-08 with no change record
2024-03-04,unexplained_addition,DOC,appeared between 2024-02-02 and 2024-03-04 with no change record
2024-03-04,unexplained_removal,PEAK,vanished between 2024-02-02 and 2024-03-04 with no change record
2024-07-30,unexplained_addition,SW,appeared between 2024-07-04 and 2024-07-30 with no change record
2024-07-30,unexplained_removal,WRK,vanished between 2024-07-04 and 2024-07-30 with no change record
2024-12-23,stale_list,AMTM,"record dates this removal to 2024-12-23, but the list still disagreed at 2024-12-24; trusting the record"
2024-12-23,stale_list,APO,"record dates this addition to 2024-12-23, but the list still disagreed at 2024-12-24; trusting the record"
2024-12-23,stale_list,QRVO,"record dates this removal to 2024-12-23, but the list still disagreed at 2024-12-24; trusting the record"
2024-12-23,stale_list,WDAY,"record dates this addition to 2024-12-23, but the list still disagreed at 2024-12-24; trusting the record"
2025-08-25,unexplained_addition,PSKY,appeared between 2025-08-04 and 2025-08-25 with no change record
2025-08-25,unexplained_removal,PARA,vanished between 2025-08-04 and 2025-08-25 with no change record
2025-11-20,unexplained_addition,FISV,appeared between 2025-11-06 and 2025-11-20 with no change record
2025-11-20,unexplained_removal,FI,vanished between 2025-11-06 and 2025-11-20 with no change record
2026-01-26,unexplained_addition,MRSH,appeared between 2026-01-12 and 2026-01-26 with no change record
2026-01-26,unexplained_removal,MMC,vanished between 2026-01-12 and 2026-01-26 with no change record
2026-05-22,unexplained_addition,BNY,appeared between 2026-05-05 and 2026-05-22 with no change record
2026-05-22,unexplained_removal,BK,vanished between 2026-05-05 and 2026-05-22 with no change record
2026-07-09,unexplained_addition,ECHO,appeared between 2026-06-24 and 2026-07-09 with no change record
2026-07-09,unexplained_removal,SATS,vanished between 2026-06-24 and 2026-07-09 with no change record
2026-09-04,unexplained_addition,VMRK,appeared between 2026-08-18 and 2026-09-04 with no change record
2026-09-04,unexplained_removal,EQR,vanished between 2026-08-18 and 2026-09-04 with no change record
