Symbol	Company	Country	GICS	Sector	Price
MMM            	3M Company	US                	20        	Industrials	      85.03
ABT            	Abbott Labs	US                	35        	Health Care	      46.60
ACE            	ACE Limited	US                	40        	Financials	      41.42
ADCT           	ADC Telecommunications	US                	45        	Information Technology	       2.97
ADBE           	Adobe Systems	US                	45        	Information Technology	      39.30
AMD            	Advanced Micro Devices	US                	45        	Information Technology	      14.90
AES            	AES Corp.	US                	55        	Utilities	       9.44
AET            	Aetna Inc. (New)	US                	35        	Health Care	      67.58
AFL            	AFLAC Corporation	US                	40        	Financials	      36.18
A              	Agilent Technologies	US                	45        	Information Technology	      29.24
APD            	Air Products & Chemicals	US                	15        	Materials	      52.83
ACV            	Alberto-Culver	US                	30        	Consumer Staples	      63.08
ABS            	Albertson's	US                	30        	Consumer Staples	      22.65
AA             	Alcoa Inc	US                	15        	Materials	      38.00
AYE            	Allegheny Energy	US                	55        	Utilities	      12.76
ATI            	Allegheny Technologies Inc	US                	15        	Materials	      13.22
AGN            	Allergan, Inc.	US                	35        	Health Care	      76.81
AW             	Allied Waste Industries	US                	20        	Industrials	      13.88
ALL            	Allstate Corp.	US                	40        	Financials	      43.02
AT             	ALLTEL Corp.	US                	50        	Telecommunications Services	      46.58
ALTR           	Altera Corp.	US                	45        	Information Technology	      22.70
MO             	Altria Group, Inc.	US                	30        	Consumer Staples	      54.42
ABK            	Ambac Financial Group	US                	40        	Financials	      69.39
AHC            	Amerada Hess	US                	10        	Energy	      53.17
AEE            	Ameren Corporation	US                	55        	Utilities	      46.00
AEP            	American Electric Power	US                	55        	Utilities	      30.51
AXP            	American Express	US                	40        	Financials	      48.23
AM             	American Greetings Class A	US                	25        	Consumer Discretionary	      21.87
AIG            	American Int'l. Group	US                	40        	Financials	      66.28
APCC           	American Power Conversion	US                	20        	Industrials	      24.45
ASD            	American Standard	US                	20        	Industrials	     100.70
ABC            	AmerisourceBergen Corp.	US                	35        	Health Care	      56.15
AMGN           	Amgen	US                	35        	Health Care	      61.80
ASO            	AmSouth Bancorporation	US                	40        	Financials	      24.50
APC            	Anadarko Petroleum	US                	10        	Energy	      51.01
ADI            	Analog Devices	US                	45        	Information Technology	      45.65
ANDW           	Andrew Corp.	US                	45        	Information Technology	      11.51
BUD            	Anheuser-Busch	US                	30        	Consumer Staples	      52.68
ATH            	Anthem, Inc.	US                	35        	Health Care	      75.00
AOC            	Aon Corp.	US                	40        	Financials	      23.94
APA            	Apache Corp.	US                	10        	Energy	      81.10
AIV            	Apartment Investment & Mgmt'A'	US                	40        	Financials	      34.50
APOL           	Apollo Group	US                	20        	Industrials	      68.00
AAPL           	Apple Computer	US                	45        	Information Technology	      21.37
ABI            	Applera Corp-Applied Biosystems Group	US                	35        	Health Care	      20.71
AMAT           	Applied Materials	US                	45        	Information Technology	      22.45
AMCC           	Applied Micro Circuits	US                	45        	Information Technology	       5.98
ADM            	Archer-Daniels-Midland	US                	30        	Consumer Staples	      15.22
ASH            	Ashland Inc.	US                	10        	Energy	      44.06
T              	AT&T Corp. (New)	US                	50        	Telecommunications Services	      20.30
AWE            	AT&T Wireless Services	US                	50        	Telecommunications Services	       7.99
ADSK           	Autodesk, Inc.	US                	45        	Information Technology	      24.58
ADP            	Automatic Data Processing Inc.	US                	45        	Information Technology	      39.61
AN             	AutoNation, Inc.	US                	25        	Consumer Discretionary	      18.37
AZO            	AutoZone Inc.	US                	25        	Consumer Discretionary	      85.21
AV             	Avaya Inc.	US                	45        	Information Technology	      12.94
AVY            	Avery Dennison Corp.	US                	20        	Industrials	      56.02
AVP            	Avon Products	US                	30        	Consumer Staples	      67.49
BHI            	Baker Hughes	US                	10        	Energy	      32.16
BLL            	Ball Corp.	US                	15        	Materials	      59.57
BAC            	Bank of America Corp.	US                	40        	Financials	      80.43
BK             	Bank of New York	US                	40        	Financials	      33.12
ONE            	Bank One Corp.	US                	40        	Financials	      45.59
BCR            	Bard (C.R.) Inc.	US                	35        	Health Care	      81.25
BOL            	Bausch & Lomb	US                	35        	Health Care	      51.90
BAX            	Baxter International Inc.	US                	35        	Health Care	      30.52
BBT            	BB&T Corporation	US                	40        	Financials	      38.64
BSC            	Bear Stearns Cos.	US                	40        	Financials	      79.95
BDX            	Becton, Dickinson	US                	35        	Health Care	      41.14
BBBY           	Bed Bath & Beyond	US                	25        	Consumer Discretionary	      43.35
BLS            	BellSouth	US                	50        	Telecommunications Services	      28.30
BMS            	Bemis Company	US                	15        	Materials	      50.00
BBY            	Best Buy Co., Inc.	US                	25        	Consumer Discretionary	      52.24
BLI            	Big Lots, Inc.	US                	25        	Consumer Discretionary	      14.21
BIIB           	BIOGEN IDEC Inc.	US                	35        	Health Care	      36.78
BMET           	Biomet, Inc.	US                	35        	Health Care	      36.41
BJS            	BJ Services	US                	10        	Energy	      35.90
BDK            	Black & Decker Corp.	US                	25        	Consumer Discretionary	      49.32
HRB            	Block H&R	US                	20        	Industrials	      55.37
BMC            	BMC Software	US                	45        	Information Technology	      18.65
BA             	Boeing Company	US                	20        	Industrials	      42.14
BCC            	Boise Cascade	US                	25        	Consumer Discretionary	      32.86
BSX            	Boston Scientific	US                	35        	Health Care	      36.76
BMY            	Bristol-Myers Squibb	US                	35        	Health Care	      28.60
BRCM           	Broadcom Corporation	US                	45        	Information Technology	      34.09
BF.B           	Brown-Forman Corp.	US                	30        	Consumer Staples	      93.45
BC             	Brunswick Corp.	US                	25        	Consumer Discretionary	      31.83
BNI            	Burlington Northern Santa Fe C	US                	20        	Industrials	      32.35
BR             	Burlington Resources	US                	10        	Energy	      55.38
CPN            	Calpine Corp.	US                	55        	Utilities	       4.81
CPB            	Campbell Soup	US                	30        	Consumer Staples	      26.80
COF            	Capital One Financial	US                	40        	Financials	      61.29
CAH            	Cardinal Health, Inc.	US                	35        	Health Care	      61.16
CCL            	Carnival Corp.	US                	25        	Consumer Discretionary	      39.73
CAT            	Caterpillar Inc.	US                	20        	Industrials	      83.02
CD             	Cendant Corporation	US                	20        	Industrials	      22.27
CNP            	CenterPoint Energy	US                	55        	Utilities	       9.69
CTX            	Centex Corp.	US                	25        	Consumer Discretionary	     107.65
CTL            	Century Telephone	US                	50        	Telecommunications Services	      32.62
SCH            	Charles Schwab	US                	40        	Financials	      11.84
CF             	Charter One Financial	US                	40        	Financials	      34.55
CVX            	ChevronTexaco Corp.	US                	10        	Energy	      86.39
CHIR           	Chiron Corp.	US                	35        	Health Care	      56.99
CB             	Chubb Corp.	US                	40        	Financials	      68.10
CIEN           	CIENA Corp.	US                	45        	Information Technology	       6.64
CI             	CIGNA Corp.	US                	35        	Health Care	      57.50
CINF           	Cincinnati Financial	US                	40        	Financials	      41.88
CIN            	CINergy Corp.	US                	55        	Utilities	      38.81
CTAS           	Cintas Corporation	US                	20        	Industrials	      50.13
CC             	Circuit City Group	US                	25        	Consumer Discretionary	      10.13
CSCO           	Cisco Systems	US                	45        	Information Technology	      24.29
C              	Citigroup Inc.	US                	40        	Financials	      48.54
CZN            	Citizens Communications	US                	50        	Telecommunications Services	      12.42
CTXS           	Citrix Systems	US                	45        	Information Technology	      21.21
CCU            	Clear Channel Communications	US                	25        	Consumer Discretionary	      46.83
CLX            	Clorox Co.	US                	30        	Consumer Staples	      48.56
CMS            	CMS Energy	US                	55        	Utilities	       8.52
KO             	Coca Cola Co.	US                	30        	Consumer Staples	      50.75
CCE            	Coca-Cola Enterprises	US                	30        	Consumer Staples	      21.87
CL             	Colgate-Palmolive	US                	30        	Consumer Staples	      50.05
CMCSA          	Comcast Corp.	US                	25        	Consumer Discretionary	      32.87
CMA            	Comerica Inc.	US                	40        	Financials	      56.06
CA             	Computer Associates Intl.	US                	45        	Information Technology	      27.34
CSC            	Computer Sciences Corp.	US                	45        	Information Technology	      44.23
CPWR           	Compuware Corp.	US                	45        	Information Technology	       6.04
CMVT           	Comverse Technology	US                	45        	Information Technology	      17.59
CAG            	ConAgra Foods, Inc.	US                	30        	Consumer Staples	      26.39
CE             	Concord EFS Inc.	US                	45        	Information Technology	      14.84
COP            	ConocoPhillips	US                	10        	Energy	      65.57
ED             	Consolidated Edison	US                	55        	Utilities	      43.01
CEG            	Constellation Energy Group	US                	55        	Utilities	      39.16
CVG            	Convergys Corp.	US                	45        	Information Technology	      17.46
CBE            	Cooper Industries, Ltd.	US                	20        	Industrials	      57.93
CTB            	Cooper Tire & Rubber	US                	25        	Consumer Discretionary	      21.38
RKY            	Coors (Adolph)	US                	30        	Consumer Staples	      56.10
GLW            	Corning Inc.	US                	45        	Information Technology	      10.43
COST           	Costco Co.	US                	30        	Consumer Staples	      37.18
CFC            	Countrywide Financial Corp.	US                	40        	Financials	      75.85
CR             	Crane Company	US                	20        	Industrials	      30.74
CSX            	CSX Corp.	US                	20        	Industrials	      35.94
CMI            	Cummins  Inc.	US                	20        	Industrials	      48.94
CVS            	CVS Corp.	US                	30        	Consumer Staples	      36.12
DCN            	Dana Corp.	US                	25        	Consumer Discretionary	      18.35
DHR            	Danaher Corp.	US                	20        	Industrials	      91.75
DRI            	Darden Restaurants	US                	25        	Consumer Discretionary	      21.04
DE             	Deere & Co.	US                	20        	Industrials	      65.05
DELL           	Dell Inc.	US                	45        	Information Technology	      33.96
DPH            	Delphi Corporation	US                	25        	Consumer Discretionary	      10.21
DAL            	Delta Air Lines	US                	20        	Industrials	      11.81
DLX            	Deluxe Corp.	US                	20        	Industrials	      41.33
DVN            	Devon Energy Corp.	US                	10        	Energy	      57.26
DDS            	Dillard Inc.	US                	25        	Consumer Discretionary	      16.46
DG             	Dollar General	US                	25        	Consumer Discretionary	      20.99
D              	Dominion Resources	US                	55        	Utilities	      63.83
