Symbol	Company	Country	GICS	Sector	Price
MMM            	3M Company	US                	20        	Industrials	      78.32
ABT            	Abbott Labs	US                	35        	Health Care	      38.98
ACE            	ACE Limited	US                	40        	Financials	      56.05
ADCT           	ADC Telecommunications	US                	45        	Information Technology	      20.64
ADBE           	Adobe Systems	US                	45        	Information Technology	      33.91
AMD            	Advanced Micro Devices	US                	45        	Information Technology	      26.52
AES            	AES Corp.	US                	55        	Utilities	      15.73
AET            	Aetna Inc. (New)	US                	35        	Health Care	      95.20
ACS            	Affiliated Computer	US                	45        	Information Technology	      55.48
AFL            	AFLAC Inc.	US                	40        	Financials	      48.55
A              	Agilent Technologies	US                	45        	Information Technology	      35.69
APD            	Air Products & Chemicals	US                	15        	Materials	      60.11
ACV            	Alberto-Culver	US                	30        	Consumer Staples	      44.38
ABS            	Albertson's	US                	30        	Consumer Staples	      23.99
AA             	Alcoa Inc	US                	15        	Materials	      27.33
AYE            	Allegheny Energy	US                	55        	Utilities	      28.71
ATI            	Allegheny Technologies Inc	US                	15        	Materials	      32.66
AGN            	Allergan, Inc.	US                	35        	Health Care	      99.39
AW             	Allied Waste Industries	US                	20        	Industrials	       8.79
ALL            	Allstate Corp.	US                	40        	Financials	      57.48
AT             	ALLTEL Corp.	US                	50        	Telecommunications Services	      67.44
ALTR           	Altera Corp.	US                	45        	Information Technology	      18.40
MO             	Altria Group, Inc.	US                	30        	Consumer Staples	      73.47
AMZN           	Amazon Corp.	US                	25        	Consumer Discretionary	      48.06
ABK            	Ambac Financial Group	US                	40        	Financials	      76.49
AHC            	Amerada Hess	US                	10        	Energy	     131.23
AEE            	Ameren Corporation	US                	55        	Utilities	      52.92
AEP            	American Electric Power	US                	55        	Utilities	      36.92
AXP            	American Express	US                	40        	Financials	      52.62
AIG            	American Int'l. Group	US                	40        	Financials	      68.87
APCC           	American Power Conversion	US                	20        	Industrials	      22.08
ASD            	American Standard	US                	20        	Industrials	      39.24
AMP            	Ameriprise Financial, Inc.	US                	40        	Financials	      43.45
ABC            	AmerisourceBergen Corp.	US                	35        	Health Care	      79.39
AMGN           	Amgen	US                	35        	Health Care	      82.79
ASO            	AmSouth Bancorporation	US                	40        	Financials	      26.84
APC            	Anadarko Petroleum	US                	10        	Energy	      91.35
ADI            	Analog Devices	US                	45        	Information Technology	      38.02
ANDW           	Andrew Corp.	US                	45        	Information Technology	      11.04
BUD            	Anheuser-Busch	US                	30        	Consumer Staples	      43.87
AOC            	Aon Corp.	US                	40        	Financials	      36.35
APA            	Apache Corp.	US                	10        	Energy	      69.50
AIV            	Apartment Investment & Mgmt'A'	US                	40        	Financials	      39.60
APOL           	Apollo Group	US                	25        	Consumer Discretionary	      71.97
AAPL           	Apple Computer	US                	45        	Information Technology	      69.34
ABI            	Applera Corp-Applied Biosystems Group	US                	35        	Health Care	      27.22
AMAT           	Applied Materials	US                	45        	Information Technology	      18.30
AMCC           	Applied Micro Circuits	US                	45        	Information Technology	       2.62
ADM            	Archer-Daniels-Midland	US                	30        	Consumer Staples	      24.52
ASN            	Archstone-Smith Trust	US                	40        	Financials	      42.71
ASH            	Ashland Inc.	US                	15        	Materials	      56.62
SBC            	AT&T Inc.	US                	50        	Telecommunications Services	      24.77
ADSK           	Autodesk, Inc.	US                	45        	Information Technology	      40.85
ADP            	Automatic Data Processing Inc.	US                	45        	Information Technology	      47.03
AN             	AutoNation, Inc.	US                	25        	Consumer Discretionary	      20.65
AZO            	AutoZone Inc.	US                	25        	Consumer Discretionary	      88.94
AV             	Avaya Inc.	US                	45        	Information Technology	      11.90
AVY            	Avery Dennison Corp.	US                	20        	Industrials	      59.44
AVP            	Avon Products	US                	30        	Consumer Staples	      27.63
BHI            	Baker Hughes	US                	10        	Energy	      58.51
BLL            	Ball Corp.	US                	15        	Materials	      40.90
BAC            	Bank of America Corp.	US                	40        	Financials	      46.99
BK             	Bank of New York	US                	40        	Financials	      32.90
BCR            	Bard (C.R.) Inc.	US                	35        	Health Care	      64.89
BOL            	Bausch & Lomb	US                	35        	Health Care	      82.62
BAX            	Baxter International Inc.	US                	35        	Health Care	      39.08
BBT            	BB&T Corporation	US                	40        	Financials	      43.68
BSC            	Bear Stearns Cos.	US                	40        	Financials	     114.47
BDX            	Becton, Dickinson	US                	35        	Health Care	      59.10
BBBY           	Bed Bath & Beyond	US                	25        	Consumer Discretionary	      43.18
BLS            	BellSouth	US                	50        	Telecommunications Services	      27.63
BMS            	Bemis Company	US                	15        	Materials	      27.16
BBY            	Best Buy Co., Inc.	US                	25        	Consumer Discretionary	      50.63
BLI            	Big Lots, Inc.	US                	25        	Consumer Discretionary	      12.64
BIIB           	BIOGEN IDEC Inc.	US                	35        	Health Care	      44.49
BMET           	Biomet, Inc.	US                	35        	Health Care	      36.60
BJS            	BJ Services	US                	10        	Energy	      36.76
BDK            	Black & Decker Corp.	US                	25        	Consumer Discretionary	      86.50
HRB            	Block H&R	US                	25        	Consumer Discretionary	      25.91
BMC            	BMC Software	US                	45        	Information Technology	      20.47
BA             	Boeing Company	US                	20        	Industrials	      69.06
BSX            	Boston Scientific	US                	35        	Health Care	      26.57
BMY            	Bristol-Myers Squibb	US                	35        	Health Care	      22.26
BRCM           	Broadcom Corporation	US                	45        	Information Technology	      48.07
BF.B           	Brown-Forman Corp.	US                	30        	Consumer Staples	      67.24
BC             	Brunswick Corp.	US                	25        	Consumer Discretionary	      39.73
BNI            	Burlington Northern Santa Fe C	US                	20        	Industrials	      65.45
BR             	Burlington Resources	US                	10        	Energy	      73.15
CPN            	Calpine Corp.	US                	55        	Utilities	       1.24
CPB            	Campbell Soup	US                	30        	Consumer Staples	      31.06
COF            	Capital One Financial	US                	40        	Financials	      84.94
CAH            	Cardinal Health, Inc.	US                	35        	Health Care	      63.52
CMX            	Caremark Rx	US                	35        	Health Care	      50.95
CCL            	Carnival Corp.	US                	25        	Consumer Discretionary	      54.16
CAT            	Caterpillar Inc.	US                	20        	Industrials	      57.95
CD             	Cendant Corporation	US                	20        	Industrials	      18.13
CNP            	CenterPoint Energy	US                	55        	Utilities	      13.31
CTX            	Centex Corp.	US                	25        	Consumer Discretionary	      75.69
CTL            	Century Telephone	US                	50        	Telecommunications Services	      33.13
SCH            	Charles Schwab	US                	40        	Financials	      15.38
CVX            	Chevron Corp.	US                	10        	Energy	      58.54
CHIR           	Chiron Corp.	US                	35        	Health Care	      44.40
CB             	Chubb Corp.	US                	40        	Financials	      97.53
CIEN           	Ciena Corp.	US                	45        	Information Technology	       2.80
CI             	CIGNA Corp.	US                	35        	Health Care	     114.03
CINF           	Cincinnati Financial	US                	40        	Financials	      44.40
CIN            	CINergy Corp.	US                	55        	Utilities	      41.82
CTAS           	Cintas Corporation	US                	20        	Industrials	      44.60
CC             	Circuit City Group	US                	25        	Consumer Discretionary	      21.38
CSCO           	Cisco Systems	US                	45        	Information Technology	      17.55
CIT            	CIT Group	US                	40        	Financials	      50.90
C              	Citigroup Inc.	US                	40        	Financials	      49.52
CZN            	Citizens Communications	US                	50        	Telecommunications Services	      12.86
CTXS           	Citrix Systems	US                	45        	Information Technology	      27.68
CCU            	Clear Channel Communications	US                	25        	Consumer Discretionary	      33.22
CLX            	Clorox Co.	US                	30        	Consumer Staples	      54.27
CMS            	CMS Energy	US                	55        	Utilities	      13.96
COH            	Coach, Inc.	US                	25        	Consumer Discretionary	      36.64
KO             	Coca Cola Co.	US                	30        	Consumer Staples	      42.80
CCE            	Coca-Cola Enterprises	US                	30        	Consumer Staples	      19.53
CL             	Colgate-Palmolive	US                	30        	Consumer Staples	      54.05
CMCSA          	Comcast Corp.	US                	25        	Consumer Discretionary	      27.39
CMA            	Comerica Inc.	US                	40        	Financials	      59.00
CBSS           	Compass Bancshares	US                	40        	Financials	      49.56
CA             	Computer Associates Intl.	US                	45        	Information Technology	      28.82
CSC            	Computer Sciences Corp.	US                	45        	Information Technology	      48.60
CPWR           	Compuware Corp.	US                	45        	Information Technology	       8.90
CMVT           	Comverse Technology	US                	45        	Information Technology	      27.10
CAG            	ConAgra Foods, Inc.	US                	30        	Consumer Staples	      21.94
COP            	ConocoPhillips	US                	10        	Energy	      64.00
ED             	Consolidated Edison	US                	55        	Utilities	      46.01
STZ            	Constellation Brands	US                	30        	Consumer Staples	      23.04
CEG            	Constellation Energy Group	US                	55        	Utilities	      53.95
CVG            	Convergys Corp.	US                	45        	Information Technology	      16.52
CBE            	Cooper Industries, Ltd.	US                	20        	Industrials	      73.18
CTB            	Cooper Tire & Rubber	US                	25        	Consumer Discretionary	      14.94
GLW            	Corning Inc.	US                	45        	Information Technology	      20.93
COST           	Costco Co.	US                	30        	Consumer Staples	      50.58
CFC            	Countrywide Financial Corp.	US                	40        	Financials	      36.66
CVH            	Coventry Health Care Inc.	US                	35        	Health Care	      58.79
CSX            	CSX Corp.	US                	20        	Industrials	      48.91
CMI            	Cummins  Inc.	US                	20        	Industrials	      88.65
CVS            	CVS Corp.	US                	30        	Consumer Staples	      27.96
DHI            	D.R. Horton	US                	25        	Consumer Discretionary	      36.62
DCN            	Dana Corp.	US                	25        	Consumer Discretionary	       7.13
DHR            	Danaher Corp.	US                	20        	Industrials	      55.69
DRI            	Darden Restaurants	US                	25        	Consumer Discretionary	      36.09
