Symbol	Company	Country	GICS	Sector	Price
MMM            	3M Company	US                	20        	Industrials	      74.90
ABT            	Abbott Labs	US                	35        	Health Care	      43.26
ACE            	ACE Limited	US                	40        	Financials	      48.73
ADCT           	ADC Telecommunications	US                	45        	Information Technology	      18.30
ADBE           	Adobe Systems	US                	45        	Information Technology	      30.48
AMD            	Advanced Micro Devices	US                	45        	Information Technology	      21.00
AES            	AES Corp.	US                	55        	Utilities	      15.45
AET            	Aetna Inc. (New)	US                	35        	Health Care	      85.06
ACS            	Affiliated Computer	US                	45        	Information Technology	      48.02
AFL            	AFLAC Inc.	US                	40        	Financials	      45.34
A              	Agilent Technologies	US                	45        	Information Technology	      30.82
APD            	Air Products & Chemicals	US                	15        	Materials	      54.00
ACV            	Alberto-Culver	US                	30        	Consumer Staples	      42.94
ABS            	Albertson's	US                	30        	Consumer Staples	      22.77
AA             	Alcoa Inc	US                	15        	Materials	      23.36
AYE            	Allegheny Energy	US                	55        	Utilities	      26.97
ATI            	Allegheny Technologies Inc	US                	15        	Materials	      27.05
AGN            	Allergan, Inc.	US                	35        	Health Care	      86.93
AW             	Allied Waste Industries	US                	20        	Industrials	       7.89
ALL            	Allstate Corp.	US                	40        	Financials	      53.02
AT             	ALLTEL Corp.	US                	50        	Telecommunications Services	      58.66
ALTR           	Altera Corp.	US                	45        	Information Technology	      17.43
MO             	Altria Group, Inc.	US                	30        	Consumer Staples	      72.70
ABK            	Ambac Financial Group	US                	40        	Financials	      69.05
AHC            	Amerada Hess	US                	10        	Energy	     112.75
AEE            	Ameren Corporation	US                	55        	Utilities	      49.87
AEP            	American Electric Power	US                	55        	Utilities	      35.85
AXP            	American Express	US                	40        	Financials	      47.36
AIG            	American Int'l. Group	US                	40        	Financials	      62.70
APCC           	American Power Conversion	US                	20        	Industrials	      23.27
ASD            	American Standard	US                	20        	Industrials	      37.12
AMP            	Ameriprise Financial, Inc.	US                	40        	Financials	      33.58
ABC            	AmerisourceBergen Corp.	US                	35        	Health Care	      75.36
AMGN           	Amgen	US                	35        	Health Care	      74.10
ASO            	AmSouth Bancorporation	US                	40        	Financials	      24.69
APC            	Anadarko Petroleum	US                	10        	Energy	      85.51
ADI            	Analog Devices	US                	45        	Information Technology	      35.28
ANDW           	Andrew Corp.	US                	45        	Information Technology	      10.77
BUD            	Anheuser-Busch	US                	30        	Consumer Staples	      42.35
AOC            	Aon Corp.	US                	40        	Financials	      32.65
APA            	Apache Corp.	US                	10        	Energy	      60.75
AIV            	Apartment Investment & Mgmt'A'	US                	40        	Financials	      35.73
APOL           	Apollo Group	US                	25        	Consumer Discretionary	      58.87
AAPL           	Apple Computer	US                	45        	Information Technology	      56.15
ABI            	Applera Corp-Applied Biosystems Group	US                	35        	Health Care	      23.17
AMAT           	Applied Materials	US                	45        	Information Technology	      17.00
AMCC           	Applied Micro Circuits	US                	45        	Information Technology	       2.71
ADM            	Archer-Daniels-Midland	US                	30        	Consumer Staples	      23.75
ASN            	Archstone-Smith Trust	US                	40        	Financials	      37.99
ASH            	Ashland Inc.	US                	15        	Materials	      51.84
T              	AT&T Corp. (New)	US                	50        	Telecommunications Services	      18.58
ADSK           	Autodesk, Inc.	US                	45        	Information Technology	      43.60
ADP            	Automatic Data Processing Inc.	US                	45        	Information Technology	      42.86
AN             	AutoNation, Inc.	US                	25        	Consumer Discretionary	      19.17
AZO            	AutoZone Inc.	US                	25        	Consumer Discretionary	      78.98
AV             	Avaya Inc.	US                	45        	Information Technology	      11.82
AVY            	Avery Dennison Corp.	US                	20        	Industrials	      52.08
AVP            	Avon Products	US                	30        	Consumer Staples	      26.68
BHI            	Baker Hughes	US                	10        	Energy	      51.20
BLL            	Ball Corp.	US                	15        	Materials	      35.71
BAC            	Bank of America Corp.	US                	40        	Financials	      42.20
BK             	Bank of New York	US                	40        	Financials	      29.79
BCR            	Bard (C.R.) Inc.	US                	35        	Health Care	      63.21
BOL            	Bausch & Lomb	US                	35        	Health Care	      73.76
BAX            	Baxter International Inc.	US                	35        	Health Care	      37.85
BBT            	BB&T Corporation	US                	40        	Financials	      40.77
BSC            	Bear Stearns Cos.	US                	40        	Financials	     103.18
BDX            	Becton, Dickinson	US                	35        	Health Care	      51.25
BBBY           	Bed Bath & Beyond	US                	25        	Consumer Discretionary	      38.49
BLS            	BellSouth	US                	50        	Telecommunications Services	      24.76
BMS            	Bemis Company	US                	15        	Materials	      23.97
BBY            	Best Buy Co., Inc.	US                	25        	Consumer Discretionary	      43.88
BLI            	Big Lots, Inc.	US                	25        	Consumer Discretionary	      11.24
BIIB           	BIOGEN IDEC Inc.	US                	35        	Health Care	      39.01
BMET           	Biomet, Inc.	US                	35        	Health Care	      32.94
BJS            	BJ Services	US                	10        	Energy	      31.73
BDK            	Black & Decker Corp.	US                	25        	Consumer Discretionary	      77.81
HRB            	Block H&R	US                	25        	Consumer Discretionary	      23.35
BMC            	BMC Software	US                	45        	Information Technology	      19.23
BA             	Boeing Company	US                	20        	Industrials	      67.30
BSX            	Boston Scientific	US                	35        	Health Care	      23.74
BMY            	Bristol-Myers Squibb	US                	35        	Health Care	      21.67
BRCM           	Broadcom Corporation	US                	45        	Information Technology	      44.30
BF.B           	Brown-Forman Corp.	US                	30        	Consumer Staples	      58.10
BC             	Brunswick Corp.	US                	25        	Consumer Discretionary	      36.76
BNI            	Burlington Northern Santa Fe C	US                	20        	Industrials	      58.45
BR             	Burlington Resources	US                	10        	Energy	      65.03
CPN            	Calpine Corp.	US                	55        	Utilities	       2.29
CPB            	Campbell Soup	US                	30        	Consumer Staples	      28.75
COF            	Capital One Financial	US                	40        	Financials	      72.60
