Symbol	Company	Country	GICS	Sector	Price
ABT            	Abbott Labs	US                	35        	Health Care	      55.75
ADCT           	ADC Telecommunications	US                	45        	Information Technology	       4.60
ADBE           	Adobe Systems	US                	45        	Information Technology	      31.05
AMD            	Advanced Micro Devices	US                	45        	Information Technology	      15.86
AES            	AES Corp.	US                	55        	Utilities	      16.35
AET            	Aetna Inc. (New)	US                	35        	Health Care	      32.99
AFL            	AFLAC Corporation	US                	40        	Financials	      24.56
A              	Agilent Technologies	US                	45        	Information Technology	      28.51
APD            	Air Products & Chemicals	US                	15        	Materials	      46.91
ACV            	Alberto-Culver	US                	30        	Consumer Staples	      44.74
ABS            	Albertson's	US                	30        	Consumer Staples	      31.49
AL             	Alcan Inc.	US                	15        	Materials	      35.93
AA             	Alcoa Inc	US                	15        	Materials	      35.55
AYE            	Allegheny Energy	US                	55        	Utilities	      36.22
ATI            	Allegheny Technologies Inc	US                	15        	Materials	      16.75
AGN            	Allergan, Inc.	US                	35        	Health Care	      75.05
AW             	Allied Waste Industries	US                	20        	Industrials	      14.06
ALL            	Allstate Corp.	US                	40        	Financials	      33.70
AT             	ALLTEL Corp.	US                	50        	Telecommunications Services	      61.73
ALTR           	Altera Corp.	US                	45        	Information Technology	      21.22
ABK            	Ambac Financial Group	US                	40        	Financials	      57.86
AHC            	Amerada Hess	US                	10        	Energy	      62.50
AEE            	Ameren Corporation	US                	55        	Utilities	      42.30
AEP            	American Electric Power	US                	55        	Utilities	      43.53
AXP            	American Express	US                	40        	Financials	      35.69
AM             	American Greetings Class A	US                	25        	Consumer Discretionary	      13.78
AHP            	American Home Products	US                	35        	Health Care	      61.36
AIG            	American Int'l. Group	US                	40        	Financials	      79.40
APCC           	American Power Conversion	US                	20        	Industrials	      14.46
ABC            	AmerisourceBergen Corp.	US                	35        	Health Care	      63.55
AMGN           	Amgen	US                	35        	Health Care	      56.44
AMR            	AMR Corp.	US                	20        	Industrials	      22.17
ASO            	AmSouth Bancorporation	US                	40        	Financials	      18.90
APC            	Anadarko Petroleum	US                	10        	Energy	      56.85
ADI            	Analog Devices	US                	45        	Information Technology	      44.39
ANDW           	Andrew Corp.	US                	45        	Information Technology	      21.89
BUD            	Anheuser-Busch	US                	30        	Consumer Staples	      45.21
AOL            	AOL Time Warner Inc.	US                	25        	Consumer Discretionary	      32.10
AOC            	Aon Corp.	US                	40        	Financials	      35.52
APA            	Apache Corp.	US                	10        	Energy	      49.88
AAPL           	Apple Computer	US                	45        	Information Technology	      21.90
ABI            	Applera Corp-Applied Biosystems Group	US                	35        	Health Care	      39.27
AMAT           	Applied Materials	US                	45        	Information Technology	      40.10
AMCC           	Applied Micro Circuits	US                	45        	Information Technology	      11.32
ADM            	Archer-Daniels-Midland	US                	30        	Consumer Staples	      14.35
ASH            	Ashland Inc.	US                	10        	Energy	      46.08
T              	AT&T Corp.	US                	50        	Telecommunications Services	      18.14
