Symbol	Company	Country	GICS	Sector	Price
BLS            	BellSouth	US                	50        	Telecommunications Services	      27.10
BMS            	Bemis Company	US                	15        	Materials	      27.87
BBY            	Best Buy Co., Inc.	US                	25        	Consumer Discretionary	      43.48
BLI            	Big Lots, Inc.	US                	25        	Consumer Discretionary	      12.01
BIIB           	BIOGEN IDEC Inc.	US                	35        	Health Care	      45.33
BMET           	Biomet, Inc.	US                	35        	Health Care	      36.57
BJS            	BJ Services	US                	10        	Energy	      36.67
BDK            	Black & Decker Corp.	US                	25        	Consumer Discretionary	      86.96
HRB            	Block H&R	US                	25        	Consumer Discretionary	      24.55
BMC            	BMC Software	US                	45        	Information Technology	      20.49
BA             	Boeing Company	US                	20        	Industrials	      70.24
BSX            	Boston Scientific	US                	35        	Health Care	      24.49
BMY            	Bristol-Myers Squibb	US                	35        	Health Care	      22.98
BRCM           	Broadcom Corporation	US                	45        	Information Technology	      47.15
BF.B           	Brown-Forman Corp.	US                	30        	Consumer Staples	      69.32
BC             	Brunswick Corp.	US                	25        	Consumer Discretionary	      40.66
BNI            	Burlington Northern Santa Fe C	US                	20        	Industrials	      70.82
BR             	Burlington Resources	US                	10        	Energy	      86.20
CPB            	Campbell Soup	US                	30        	Consumer Staples	      29.77
COF            	Capital One Financial	US                	40        	Financials	      86.40
CAH            	Cardinal Health, Inc.	US                	35        	Health Care	      68.75
CMX            	Caremark Rx	US                	35        	Health Care	      51.79
CCL            	Carnival Corp.	US                	25        	Consumer Discretionary	      53.47
CAT            	Caterpillar Inc.	US                	20        	Industrials	      57.77
CBS            	CBS Corp.	US                	25        	Consumer Discretionary	      25.50
CD             	Cendant Corporation	US                	20        	Industrials	      17.25
CNP            	CenterPoint Energy	US                	55        	Utilities	      12.85
CTX            	Centex Corp.	US                	25        	Consumer Discretionary	      71.49
CTL            	Century Telephone	US                	50        	Telecommunications Services	      33.16
SCHW           	Charles Schwab	US                	40        	Financials	      14.67
CVX            	Chevron Corp.	US                	10        	Energy	      56.77
CHIR           	Chiron Corp.	US                	35        	Health Care	      44.46
CB             	Chubb Corp.	US                	40        	Financials	      97.65
CIEN           	Ciena Corp.	US                	45        	Information Technology	       2.97
CI             	CIGNA Corp.	US                	35        	Health Care	     111.70
CINF           	Cincinnati Financial	US                	40        	Financials	      44.68
CIN            	CINergy Corp.	US                	55        	Utilities	      42.46
CTAS           	Cintas Corporation	US                	20        	Industrials	      41.18
CC             	Circuit City Group	US                	25        	Consumer Discretionary	      22.59
CSCO           	Cisco Systems	US                	45        	Information Technology	      17.12
CIT            	CIT Group	US                	40        	Financials	      51.78
C              	Citigroup Inc.	US                	40        	Financials	      48.53
CZN            	Citizens Communications	US                	50        	Telecommunications Services	      12.23
CTXS           	Citrix Systems	US                	45        	Information Technology	      28.78
CCU            	Clear Channel Communications	US                	25        	Consumer Discretionary	      31.45
CLX            	Clorox Co.	US                	30        	Consumer Staples	      56.89
CMS            	CMS Energy	US                	55        	Utilities	      14.51
COH            	Coach, Inc.	US                	25        	Consumer Discretionary	      33.34
KO             	Coca Cola Co.	US                	30        	Consumer Staples	      40.31
CCE            	Coca-Cola Enterprises	US                	30        	Consumer Staples	      19.17
CL             	Colgate-Palmolive	US                	30        	Consumer Staples	      54.85
CMCSA          	Comcast Corp.	US                	25        	Consumer Discretionary	      25.96
CMA            	Comerica Inc.	US                	40        	Financials	      56.76
CBSS           	Compass Bancshares	US                	40        	Financials	      48.29
CA             	Computer Associates Intl.	US                	45        	Information Technology	      28.19
CSC            	Computer Sciences Corp.	US                	45        	Information Technology	      50.64
CPWR           	Compuware Corp.	US                	45        	Information Technology	       8.97
CMVT           	Comverse Technology	US                	45        	Information Technology	      26.59
CAG            	ConAgra Foods, Inc.	US                	30        	Consumer Staples	      20.28
COP            	ConocoPhillips	US                	10        	Energy	      58.18
ED             	Consolidated Edison	US                	55        	Utilities	      46.33
STZ            	Constellation Brands	US                	30        	Consumer Staples	      26.23
CEG            	Constellation Energy Group	US                	55        	Utilities	      57.60
CVG            	Convergys Corp.	US                	45        	Information Technology	      15.85
CBE            	Cooper Industries, Ltd.	US                	20        	Industrials	      73.00
CTB            	Cooper Tire & Rubber	US                	25        	Consumer Discretionary	      15.32
GLW            	Corning Inc.	US                	45        	Information Technology	      19.66
COST           	Costco Co.	US                	30        	Consumer Staples	      49.47
CFC            	Countrywide Financial Corp.	US                	40        	Financials	      34.19
CVH            	Coventry Health Care Inc.	US                	35        	Health Care	      56.96
CSX            	CSX Corp.	US                	20        	Industrials	      50.77
CMI            	Cummins  Inc.	US                	20        	Industrials	      89.73
CVS            	CVS Corp.	US                	30        	Consumer Staples	      26.42
DHI            	D.R. Horton	US                	25        	Consumer Discretionary	      35.73
DCN            	Dana Corp.	US                	25        	Consumer Discretionary	       7.18
DHR            	Danaher Corp.	US                	20        	Industrials	      55.78
DRI            	Darden Restaurants	US                	25        	Consumer Discretionary	      38.88
DE             	Deere & Co.	US                	20        	Industrials	      68.11
DELL           	Dell Inc.	US                	45        	Information Technology	      29.99
DVN            	Devon Energy Corp.	US                	10        	Energy	      62.54
DDS            	Dillard Inc.	US                	25        	Consumer Discretionary	      24.82
DG             	Dollar General	US                	25        	Consumer Discretionary	      19.07
D              	Dominion Resources	US                	55        	Utilities	      77.20
RRD            	Donnelley (R.R.) & Sons	US                	20        	Industrials	      34.21
DOV            	Dover Corp.	US                	20        	Industrials	      40.49
DOW            	Dow Chemical	US                	15        	Materials	      43.82
DJ             	Dow Jones & Co.	US                	25        	Consumer Discretionary	      35.49
DTE            	DTE Energy Co.	US                	55        	Utilities	      43.19
DD             	Du Pont (E.I.)	US                	15        	Materials	      42.50
DUK            	Duke Energy	US                	55        	Utilities	      27.45
DYN            	Dynegy Inc. (New) Class A	US                	55        	Utilities	       4.84
ET             	E*Trade Financial Corp.	US                	40        	Financials	      20.86
EMN            	Eastman Chemical	US                	15        	Materials	      51.59
EK             	Eastman Kodak	US                	25        	Consumer Discretionary	      23.40
ETN            	Eaton Corp.	US                	20        	Industrials	      67.09
EBAY           	eBay Inc.	US                	25        	Consumer Discretionary	      43.25
ECL            	Ecolab Inc.	US                	15        	Materials	      36.27
EIX            	Edison Int'l	US                	55        	Utilities	      43.61
EP             	El Paso Corp.	US                	10        	Energy	      12.16
ERTS           	Electronic Arts	US                	45        	Information Technology	      52.31
EDS            	Electronic Data Systems	US                	45        	Information Technology	      24.04
EMC            	EMC Corp.	US                	45        	Information Technology	      13.62
EMR            	Emerson Electric	US                	20        	Industrials	      74.70
EC             	Engelhard Corp.	US                	15        	Materials	      30.15
ETR            	Entergy Corp.	US                	55        	Utilities	      68.65
EOG            	EOG Resources	US                	10        	Energy	      73.37
EFX            	Equifax Inc.	US                	20        	Industrials	      38.02
EOP            	Equity Office Properties	US                	40        	Financials	      30.33
EQR            	Equity Residential	US                	40        	Financials	      39.12
EXC            	Exelon Corp.	US                	55        	Utilities	      53.14
ESRX           	Express Scripts	US                	35        	Health Care	      83.80
XOM            	Exxon Mobil Corp.	US                	10        	Energy	      56.17
FDO            	Family Dollar Stores	US                	25        	Consumer Discretionary	      24.79
FNM            	Fannie Mae	US                	40        	Financials	      48.81
FRE            	Federal Home Loan Mtg.	US                	40        	Financials	      65.35
FD             	Federated Dept. Stores	US                	25        	Consumer Discretionary	      66.33
FII            	Federated Investors Inc.	US                	40        	Financials	      37.04
FDX            	FedEx Corporation	US                	20        	Industrials	     103.39
FITB           	Fifth Third Bancorp	US                	40        	Financials	      37.72
FDC            	First Data	US                	45        	Information Technology	      43.01
FHN            	First Horizon National	US                	40        	Financials	      38.44
FE             	FirstEnergy Corp.	US                	55        	Utilities	      48.99
FISV           	FIserv Inc.	US                	45        	Information Technology	      43.27
FSH            	Fisher Scientific	US                	35        	Health Care	      61.86
FLR            	Fluor Corp. (New)	US                	20        	Industrials	      77.26
F              	Ford Motor	US                	25        	Consumer Discretionary	       7.72
FRX            	Forest Laboratories	US                	35        	Health Care	      40.68
FO             	Fortune Brands, Inc.	US                	25        	Consumer Discretionary	      78.02
FPL            	FPL Group	US                	55        	Utilities	      41.56
BEN            	Franklin Resources	US                	40        	Financials	      94.01
FCX            	Freeport-McMoran Cp & Gld	US                	15        	Materials	      53.80
FSL.B          	Freescale Semiconductor Inc.	US                	45        	Information Technology	      25.17
GCI            	Gannett Co.	US                	25        	Consumer Discretionary	      60.57
GPS            	Gap (The)	US                	25        	Consumer Discretionary	      17.64
GTW            	Gateway Inc.	US                	45        	Information Technology	       2.51
GD             	General Dynamics	US                	20        	Industrials	     114.05
GE             	General Electric	US                	20        	Industrials	      35.05
GIS            	General Mills	US                	30        	Consumer Staples	      49.32
GM             	General Motors	US                	25        	Consumer Discretionary	      19.42
GPC            	Genuine Parts	US                	25        	Consumer Discretionary	      43.92
GNW            	Genworth Financial Inc.	US                	40        	Financials	      34.58
GENZ           	Genzyme Corp.	US                	35        	Health Care	      70.78
GILD           	Gilead Sciences	US                	35        	Health Care	      52.63
GDW            	Golden West Financial	US                	40        	Financials	      66.00
GS             	Goldman Sachs Group	US                	40        	Financials	     127.71
GR             	Goodrich Corporation	US                	20        	Industrials	      41.10
GT             	Goodyear Tire & Rubber	US                	25        	Consumer Discretionary	      17.38
GWW            	Grainger (W.W.) Inc.	US                	20        	Industrials	      71.10
GDT            	Guidant Corp.	US                	35        	Health Care	      64.75
HAL            	Halliburton Co.	US                	10        	Energy	      61.96
HDI            	Harley-Davidson	US                	25        	Consumer Discretionary	      51.49
HET            	Harrah's Entertainment	US                	25        	Consumer Discretionary	      71.29
HIG            	Hartford Financial Svc.Gp.	US                	40        	Financials	      85.89
HAS            	Hasbro Inc.	US                	25        	Consumer Discretionary	      20.18
HCA            	HCA Inc.	US                	35        	Health Care	      50.50
HMA            	Health Management Assoc.	US                	35        	Health Care	      21.96
HNZ            	Heinz (H.J.)	US                	30        	Consumer Staples	      33.72
HPC            	Hercules, Inc.	US                	15        	Materials	      11.30
HPQ            	Hewlett-Packard	US                	45        	Information Technology	      28.63
HLT            	Hilton Hotels	US                	25        	Consumer Discretionary	      24.11
HD             	Home Depot	US                	25        	Consumer Discretionary	      40.48
HON            	Honeywell Int'l Inc.	US                	20        	Industrials	      37.25
HSP            	Hospira Inc.	US                	35        	Health Care	      42.78
HUM            	Humana Inc.	US                	35        	Health Care	      54.33
HBAN           	Huntington Bancshares	US                	40        	Financials	      23.75
ITW            	Illinois Tool Works	US                	20        	Industrials	      87.99
RX             	IMS Health Inc.	US                	35        	Health Care	      24.92
IR             	Ingersoll-Rand Co. Ltd.	US                	20        	Industrials	      40.37
INTC           	Intel Corp.	US                	45        	Information Technology	      24.96
IBM            	International Bus. Machines	US                	45        	Information Technology	      82.20
IFF            	International Flav/Frag	US                	15        	Materials	      33.50
IGT            	International Game Technology	US                	25        	Consumer Discretionary	      30.78
IP             	International Paper	US                	15        	Materials	      33.61
IPG            	Interpublic Group	US                	25        	Consumer Discretionary	       9.65
INTU           	Intuit, Inc.	US                	45        	Information Technology	      53.30
ITT            	ITT Industries, Inc.	US                	20        	Industrials	     102.82
JBL            	Jabil Circuit	US                	45        	Information Technology	      37.09
JNS            	Janus Capital Group	US                	40        	Financials	      18.63
JDSU           	JDS Uniphase Corp	US                	45        	Information Technology	       2.36
JP             	Jefferson-Pilot	US                	40        	Financials	      56.93
JNJ            	Johnson & Johnson	US                	35        	Health Care	      60.10
JCI            	Johnson Controls	US                	25        	Consumer Discretionary	      72.91
JNY            	Jones Apparel Group	US                	25        	Consumer Discretionary	      30.72
JPM            	JPMorgan Chase & Co.	US                	40        	Financials	      39.69
KBH            	KB Home	US                	25        	Consumer Discretionary	      72.66
K              	Kellogg Co.	US                	30        	Consumer Staples	      43.22
KMG            	Kerr-McGee	US                	10        	Energy	      90.86
KEY            	KeyCorp	US                	40        	Financials	      32.93
KSE            	Keyspan Energy	US                	55        	Utilities	      35.69
KMB            	Kimberly-Clark	US                	30        	Consumer Staples	      59.65
KMI            	Kinder Morgan	US                	10        	Energy	      91.95
KG             	King Pharmaceuticals	US                	35        	Health Care	      16.92
KLAC           	KLA-Tencor Corp.	US                	45        	Information Technology	      49.33
KRI            	Knight-Ridder Inc.	US                	25        	Consumer Discretionary	      63.30
KSS            	Kohl's Corp.	US                	25        	Consumer Discretionary	      48.60
KR             	Kroger Co.	US                	30        	Consumer Staples	      18.88
LLL            	L-3 Communications Holdings	US                	20        	Industrials	      74.35
LH             	Laboratory Corp. of America Holding	US                	35        	Health Care	      53.85
LEG            	Leggett & Platt	US                	25        	Consumer Discretionary	      22.96
LEH            	Lehman Bros.	US                	40        	Financials	     128.17
LEN            	Lennar Corp.	US                	25        	Consumer Discretionary	      61.02
LXK            	Lexmark Int'l Inc	US                	45        	Information Technology	      44.83
LLY            	Lilly (Eli) & Co.	US                	35        	Health Care	      56.59
LTD            	Limited Brands, Inc.	US                	25        	Consumer Discretionary	      22.35
LNC            	Lincoln National	US                	40        	Financials	      53.03
LLTC           	Linear Technology Corp.	US                	45        	Information Technology	      36.07
LIZ            	Liz Claiborne, Inc.	US                	25        	Consumer Discretionary	      35.82
LMT            	Lockheed Martin Corp.	US                	20        	Industrials	      63.63
LTR            	Loews Corp.	US                	40        	Financials	      94.85
LPX            	Louisiana Pacific	US                	15        	Materials	      27.47
LOW            	Lowe's Cos.	US                	25        	Consumer Discretionary	      66.66
LSI            	LSI Logic	US                	45        	Information Technology	       8.00
LU             	Lucent Technologies	US                	45        	Information Technology	       2.66
MTB            	M&T Bank Corp.	US                	40        	Financials	     109.05
HCR            	Manor Care Inc.	US                	35        	Health Care	      39.77
MRO            	Marathon Oil Corp.	US                	10        	Energy	      60.97
MAR            	Marriott Int'l.	US                	25        	Consumer Discretionary	      66.97
MMC            	Marsh & McLennan	US                	40        	Financials	      31.76
MI             	Marshall & Ilsley Corp.	US                	40        	Financials	      43.04
MAS            	Masco Corp.	US                	20        	Industrials	      30.19
MAT            	Mattel, Inc.	US                	25        	Consumer Discretionary	      15.82
MXIM           	Maxim Integrated Prod	US                	45        	Information Technology	      36.24
MYG            	Maytag Corp.	US                	25        	Consumer Discretionary	      18.82
MBI            	MBIA Inc.	US                	40        	Financials	      60.16
MKC            	McCormick & Co.	US                	30        	Consumer Staples	      30.92
MCD            	McDonald's Corp.	US                	25        	Consumer Discretionary	      33.72
MHP            	McGraw-Hill	US                	25        	Consumer Discretionary	      51.63
MCK            	McKesson Corp. (New)	US                	35        	Health Care	      51.59
MWV            	MeadWestvaco Corporation	US                	15        	Materials	      28.03
MHS            	Medco Health Solutions Inc.	US                	35        	Health Care	      55.80
MEDI           	MedImmune Inc.	US                	35        	Health Care	      35.02
MDT            	Medtronic Inc.	US                	35        	Health Care	      57.57
MEL            	Mellon Bank Corp.	US                	40        	Financials	      34.25
MRK            	Merck & Co.	US                	35        	Health Care	      31.81
MERQE          	Mercury Interactive	US                	45        	Information Technology	      27.79
MDP            	Meredith Corp.	US                	25        	Consumer Discretionary	      52.34
MER            	Merrill Lynch	US                	40        	Financials	      67.73
MET            	MetLife Inc.	US                	40        	Financials	      49.00
MTG            	MGIC Investment	US                	40        	Financials	      65.82
MU             	Micron Technology	US                	45        	Information Technology	      13.31
MSFT           	Microsoft Corp.	US                	45        	Information Technology	      26.15
MIL            	Millipore Corp.	US                	35        	Health Care	      66.04
MOLX           	Molex Inc.	US                	45        	Information Technology	      25.95
TAP            	Molson Coors Brewing Company	US                	30        	Consumer Staples	      66.99
MON            	Monsanto Co.	US                	15        	Materials	      77.53
MNST           	Monster Worldwide	US                	20        	Industrials	      40.82
MCO            	Moody's Corp	US                	40        	Financials	      61.42
MWD            	Morgan Stanley	US                	40        	Financials	      56.74
MOT            	Motorola Inc.	US                	45        	Information Technology	      22.59
MUR            	Murphy Oil	US                	10        	Energy	      53.99
MYL            	Mylan Laboratories	US                	35        	Health Care	      19.96
NBR            	Nabors Industries Ltd.	US                	10        	Energy	      75.75
NCC            	National City Corp.	US                	40        	Financials	      33.57
NOV            	National Oilwell Varco, Inc.	US                	10        	Energy	      62.70
NSM            	National Semiconductor	US                	45        	Information Technology	      25.98
NAV            	Navistar International Corp.	US                	20        	Industrials	      28.62
NCR            	NCR Corp.	US                	45        	Information Technology	      33.94
NTAP           	Network Appliance	US                	45        	Information Technology	      27.00
NYT            	New York Times Cl. A	US                	25        	Consumer Discretionary	      26.45
NWL            	Newell Rubbermaid Co.	US                	25        	Consumer Discretionary	      23.78
NEM            	Newmont Mining Corp. (Hldg. Co.)	US                	15        	Materials	      53.40
NWS.A          	News Corporation	US                	25        	Consumer Discretionary	      15.55
GAS            	NICOR Inc.	US                	55        	Utilities	      39.31
NKE            	NIKE Inc.	US                	25        	Consumer Discretionary	      86.79
NI             	NiSource Inc.	US                	55        	Utilities	      20.86
NE             	Noble Corporation	US                	10        	Energy	      70.54
JWN            	Nordstrom	US                	25        	Consumer Discretionary	      37.40
NSC            	Norfolk Southern Corp.	US                	20        	Industrials	      44.83
NFB            	North Fork Bancorporation	US                	40        	Financials	      27.36
NTRS           	Northern Trust Corp.	US                	40        	Financials	      51.82
NOC            	Northrop Grumman Corp.	US                	20        	Industrials	      60.11
NOVL           	Novell Inc.	US                	45        	Information Technology	       8.83
NVLS           	Novellus Systems	US                	45        	Information Technology	      24.12
NUE            	Nucor Corp.	US                	15        	Materials	      66.72
NVDA           	NVIDIA Corp.	US                	45        	Information Technology	      36.56
OXY            	Occidental Petroleum	US                	10        	Energy	      79.88
ODP            	Office Depot	US                	25        	Consumer Discretionary	      31.40
OMX            	OfficeMax Inc.	US                	25        	Consumer Discretionary	      25.36
OMC            	Omnicom Group	US                	25        	Consumer Discretionary	      85.13
ORCL           	Oracle Corp.	US                	45        	Information Technology	      12.21
PCAR           	PACCAR Inc.	US                	20        	Industrials	      69.23
PTV            	Pactiv Corp.	US                	15        	Materials	      22.00
PLL            	Pall Corp.	US                	20        	Industrials	      26.86
PMTC           	Parametric Technology	US                	45        	Information Technology	       6.10
PH             	Parker-Hannifin	US                	20        	Industrials	      65.96
PDCO           	Patterson Cos. Inc.	US                	35        	Health Care	      33.40
PAYX           	Paychex Inc.	US                	45        	Information Technology	      38.12
JCP            	Penney (J.C.)	US                	25        	Consumer Discretionary	      55.60
PGL            	Peoples Energy	US                	55        	Utilities	      35.07
PBG            	Pepsi Bottling Group	US                	30        	Consumer Staples	      28.61
PEP            	PepsiCo Inc.	US                	30        	Consumer Staples	      59.08
PKI            	PerkinElmer	US                	35        	Health Care	      23.56
PFE            	Pfizer, Inc.	US                	35        	Health Care	      23.32
PCG            	PG&E Corp.	US                	55        	Utilities	      37.12
PD             	Phelps Dodge	US                	15        	Materials	     143.87
PNW            	Pinnacle West Capital	US                	55        	Utilities	      41.35
PBI            	Pitney-Bowes	US                	20        	Industrials	      42.25
PCL            	Plum Creek Timber Co.	US                	40        	Financials	      36.05
PMCS           	PMC-Sierra Inc.	US                	45        	Information Technology	       7.71
PNC            	PNC Bank Corp.	US                	40        	Financials	      61.83
PPG            	PPG Industries	US                	15        	Materials	      57.90
PPL            	PPL Corp.	US                	55        	Utilities	      29.40
PX             	Praxair, Inc.	US                	15        	Materials	      52.96
PFG            	Principal Financial Group	US                	40        	Financials	      47.43
PG             	Procter & Gamble	US                	30        	Consumer Staples	      57.88
PGN            	Progress Energy, Inc.	US                	55        	Utilities	      43.92
PGR            	Progressive Corp.	US                	40        	Financials	     116.78
PLD            	ProLogis	US                	40        	Financials	      46.72
PRU            	Prudential Financial	US                	40        	Financials	      73.19
PEG            	Public Serv. Enterprise Inc.	US                	55        	Utilities	      64.97
PSA            	Public Storage	US                	40        	Financials	      67.72
PHM            	Pulte Homes, Inc.	US                	25        	Consumer Discretionary	      39.36
QLGC           	QLogic Corp.	US                	45        	Information Technology	      32.51
QCOM           	QUALCOMM Inc.	US                	45        	Information Technology	      43.08
DGX            	Quest Diagnostics	US                	35        	Health Care	      51.48
Q              	Qwest Communications Int	US                	50        	Telecommunications Services	       5.65
RSH            	RadioShack Corp	US                	25        	Consumer Discretionary	      21.03
RTN            	Raytheon Co. (New)	US                	20        	Industrials	      40.15
RBK            	Reebok International	US                	25        	Consumer Discretionary	      58.23
RF             	Regions Financial Corp. (New)	US                	40        	Financials	      34.16
RAI            	Reynolds American Inc.	US                	30        	Consumer Staples	      95.33
RHI            	Robert Half International	US                	20        	Industrials	      37.89
ROK            	Rockwell Automation, Inc.	US                	20        	Industrials	      59.16
COL            	Rockwell Collins	US                	20        	Industrials	      46.47
ROH            	Rohm & Haas	US                	15        	Materials	      48.42
RDC            	Rowan Cos.	US                	10        	Energy	      35.64
R              	Ryder System	US                	20        	Industrials	      41.02
TSG            	Sabre Holding Corp.	US                	45        	Information Technology	      24.11
SAFC           	SAFECO Corp.	US                	40        	Financials	      56.50
SWY            	Safeway Inc.	US                	30        	Consumer Staples	      23.66
SANM           	Sanmina-SCI Corp.	US                	45        	Information Technology	       4.26
SLE            	Sara Lee Corp.	US                	30        	Consumer Staples	      18.90
SGP            	Schering-Plough	US                	35        	Health Care	      20.85
SLB            	Schlumberger Ltd.	US                	10        	Energy	      97.15
SFA            	Scientific-Atlanta	US                	45        	Information Technology	      43.07
SSP            	Scripps (E. W.) 'A'	US                	25        	Consumer Discretionary	      48.02
SEE            	Sealed Air Corp.(New)	US                	15        	Materials	      56.17
SHLD           	Sears Holdings Corporation	US                	25        	Consumer Discretionary	     115.53
SRE            	Sempra Energy	US                	55        	Utilities	      44.84
SHW            	Sherwin-Williams	US                	25        	Consumer Discretionary	      45.42
SEBL           	Siebel  Systems Inc	US                	45        	Information Technology	      10.58
SIAL           	Sigma-Aldrich	US                	15        	Materials	      63.29
SPG            	Simon Property Group, Inc	US                	40        	Financials	      76.63
SLM            	SLM Corporation	US                	40        	Financials	      55.09
SNA            	Snap-On Inc.	US                	25        	Consumer Discretionary	      37.56
SLR            	Solectron	US                	45        	Information Technology	       3.66
SO             	Southern Co.	US                	55        	Utilities	      34.53
LUV            	Southwest Airlines	US                	20        	Industrials	      16.43
SOV            	Sovereign Bancorp	US                	40        	Financials	      21.62
S              	Sprint Nextel Corp.	US                	50        	Telecommunications Services	      23.36
STJ            	St Jude Medical	US                	35        	Health Care	      50.20
STA            	St. Paul Travelers Cos.	US                	40        	Financials	      44.67
SWK            	Stanley Works	US                	25        	Consumer Discretionary	      48.04
SPLS           	Staples Inc.	US                	25        	Consumer Discretionary	      22.71
SBUX           	Starbucks Corp.	US                	25        	Consumer Discretionary	      30.01
HOT            	Starwood Hotels & Resorts	US                	25        	Consumer Discretionary	      63.86
STT            	State Street Corp.	US                	40        	Financials	      55.44
SYK            	Stryker Corp.	US                	35        	Health Care	      44.43
SUNW           	Sun Microsystems	US                	45        	Information Technology	       4.19
SUN            	Sunoco, Inc.	US                	10        	Energy	      78.38
STI            	SunTrust Banks	US                	40        	Financials	      72.76
SVU            	Supervalu Inc.	US                	30        	Consumer Staples	      32.48
SYMC           	Symantec Corp.	US                	45        	Information Technology	      17.50
SBL            	Symbol Technologies	US                	45        	Information Technology	      12.82
SNV            	Synovus Financial	US                	40        	Financials	      27.01
SYY            	Sysco Corp.	US                	30        	Consumer Staples	      31.05
TROW           	T. Rowe Price Group	US                	40        	Financials	      72.03
TGT            	Target Corp.	US                	25        	Consumer Discretionary	      54.97
TE             	TECO Energy	US                	55        	Utilities	      17.18
